id,pc_username,function_name,Date,Time
f69ee33f-0a11-4465-9571-f1b2339a3b66,Professional,show_histogram,15.04.2026,18:49:38
8ccc158c-5ff3-4f18-82ab-207fab624f22,Professional,show_histogram,15.04.2026,18:55:29
5c080491-0aee-4be1-a995-747ed22e72e8,Professional,show_histogram,15.04.2026,18:56:44
1c3832dd-774a-450d-b26e-f1bd7cdb60e9,Professional,show_histogram,15.04.2026,18:59:47
